GSR
471
253
232
105
26
6
0
0
0
0
0
0
0
0
1
23
98
185
356
675
299
378
356
549
347
286
223
99
33
4
0
0
0
0
0
0
0
0
0
13
17
56
56
95
115
205
127
120
118
115
98
76
37
5
0
0
0
0
0
0
0
0
1
25
171
322
270
506
820
633
652
649
506
371
270
160
62
10
0
0
0
0
0
0
0
0
1
27
98
183
514
692
840
907
921
882
807
542
500
293
153
21
0
0
0
0
0
0
0
0
2
64
217
396
571
720
833
902
916
879
793
663
506
327
142
7
0
0
0
0
0
0
0
0
1
19
84
365
580
729
842
911
922
890
800
666
509
328
152
18
0
0
0
0
0
0
0
0
1
55
213
393
568
718
832
898
912
875
788
653
492
314
143
16
0
0
0
0
0
0
0
0
1
52
207
385
564
717
839
901
918
880
793
656
491
313
107
14
0
0
0
0
0
0
0
0
1
61
190
386
560
711
829
892
908
874
787
658
495
289
142
13
0
0
0
0
0
0
0
0
1
51
202
380
552
705
820
889
906
864
772
646
487
302
128
13
0
0
0
0
0
0
0
0
1
50
197
378
556
709
825
896
912
871
784
654
490
309
138
12
0
0
0
0
0
0
0
0
1
50
200
379
557
709
823
889
903
866
779
649
485
303
130
12
0
0
0
0
0
0
0
0
1
42
192
370
546
698
810
877
893
851
766
635
470
292
121
10
0
0
0
0
0
0
0
0
0
36
185
360
537
688
800
867
883
844
755
622
465
292
122
9
0
0
0
0
0
0
0
0
0
36
186
362
538
688
802
869
882
842
759
635
479
308
177
15
0
0
0
0
0
0
0
0
0
35
184
362
535
685
802
872
894
859
773
616
466
295
120
8
0
0
0
0
0
0
0
0
0
34
190
367
546
698
809
873
891
849
757
627
464
282
112
7
0
0
0
0
0
0
0
0
0
31
182
359
534
688
802
870
886
851
758
622
458
278
111
6
0
0
0
0
0
0
0
0
0
30
179
353
527
678
793
860
876
841
730
615
454
273
108
6
0
0
0
0
0
0
0
0
0
13
44
94
160
394
872
863
876
844
702
621
454
274
104
6
0
0
0
0
0
0
0
0
0
25
176
354
530
681
792
856
872
834
744
608
447
270
98
7
0
0
0
0
0
0
0
0
0
23
168
341
516
673
789
852
871
833
741
604
442
262
32
5
0
0
0
0
0
0
0
0
0
19
170
214
416
679
793
868
879
838
746
616
450
261
91
4
0
0
0
0
0
0
0
0
0
24
180
357
534
690
806
872
887
843
760
627
459
272
97
4
0
0
0
0
0
0
0
0
0
21
179
356
534
690
807
879
898
859
770
631
459
272
95
4
0
0
0
0
0
0
0
0
0
19
177
355
533
687
803
869
880
839
746
611
443
262
90
3
0
0
0
0
0
0
0
0
0
18
166
343
520
674
791
857
871
830
738
603
434
254
61
4
0
0
0
0
0
0
0
0
0
20
173
341
527
679
791
858
876
829
732
603
439
257
84
3
0
0
0
0
0
0
0
0
0
18
136
332
517
674
797
868
884
845
756
622
388
150
75
2
0
0
0
0
0
0
0
0
0
18
158
340
518
671
785
855
870
832
736
597
434
252
78
2
0
0
0
0
0
0
0
0
0
17
157
334
515
671
785
851
865
825
733
591
424
243
74
2
0
0
0
0
0
0
0
0
0
15
149
325
503
656
773
839
854
811
717
586
420
241
70
2
0
0
0
0
0
0
0
0
0
15
152
329
511
666
781
849
861
820
728
590
424
239
59
2
0
0
0
0
0
0
0
0
0
15
147
322
502
658
772
837
851
808
717
584
415
228
60
2
0
0
0
0
0
0
0
0
0
13
145
321
498
651
767
833
849
807
710
572
401
221
58
1
0
0
0
0
0
0
0
0
0
11
132
308
485
640
753
823
835
788
693
555
393
224
54
1
0
0
0
0
0
0
0
0
0
11
122
308
488
645
762
826
838
767
658
563
391
218
47
1
0
0
0
0
0
0
0
0
0
9
136
313
490
644
758
824
841
799
703
566
397
221
50
1
0
0
0
0
0
0
0
0
0
7
57
124
308
577
499
831
736
709
568
556
441
227
45
0
0
0
0
0
0
0
0
0
0
8
126
303
479
632
748
820
835
794
696
547
383
201
41
1
0
0
0
0
0
0
0
0
0
7
126
308
486
642
757
823
834
789
693
555
383
200
40
0
0
0
0
0
0
0
0
0
0
6
123
306
486
644
761
828
838
783
685
546
251
190
37
0
0
0
0
0
0
0
0
0
0
6
118
297
480
602
741
806
819
772
680
540
371
191
33
0
0
0
0
0
0
0
0
0
0
5
117
299
478
633
750
810
819
776
676
535
369
191
31
0
0
0
0
0
0
0
0
0
0
5
116
296
472
625
741
807
817
772
677
544
363
129
27
0
0
0
0
0
0
0
0
0
0
4
43
110
252
509
757
825
838
736
648
555
367
184
29
0
0
0
0
0
