GSR
0
0
0
0
1
5
72
303
411
190
188
601
315
675
456
50
64
21
54
13
0
0
0
0
0
0
0
0
1
47
172
400
501
515
621
579
544
594
604
428
397
231
104
14
0
0
0
0
0
0
0
0
6
116
230
428
615
565
707
729
555
379
425
329
207
113
88
18
0
0
0
0
0
0
0
0
2
31
65
171
313
403
518
493
464
397
327
294
123
66
29
5
0
0
0
0
0
0
0
0
4
49
188
306
613
757
692
408
262
175
119
150
183
147
50
12
0
0
0
0
0
0
0
0
1
19
106
269
574
746
854
913
973
874
793
601
368
152
42
5
0
0
0
0
0
0
0
0
2
38
118
230
698
728
864
921
936
898
817
679
508
329
159
24
0
0
0
0
0
0
0
0
2
29
92
386
634
767
871
930
941
904
814
672
508
324
159
25
0
0
0
0
0
0
0
0
4
102
265
445
616
761
866
929
944
902
809
627
447
320
97
15
0
0
0
0
0
0
0
0
3
25
44
103
185
425
710
902
945
892
798
666
505
309
153
12
0
0
0
0
0
0
0
0
3
29
106
242
258
415
514
575
650
447
388
388
355
296
104
11
0
0
0
0
0
0
0
0
5
111
256
414
606
613
763
828
925
769
421
512
131
90
27
8
0
0
0
0
0
0
0
0
1
21
69
347
410
794
889
941
941
897
806
676
514
337
166
28
0
0
0
0
0
0
0
0
4
111
266
443
612
755
864
926
933
893
803
671
513
340
166
29
0
0
0
0
0
0
0
0
2
44
94
301
614
769
875
935
941
905
809
626
482
248
197
35
0
0
0
0
0
0
0
0
5
85
260
453
624
773
873
943
852
910
821
689
526
346
169
29
0
0
0
0
0
0
0
0
4
104
267
444
613
756
856
923
934
894
805
669
509
331
168
27
0
0
0
0
0
0
0
0
4
65
186
253
325
290
372
249
325
434
509
283
383
139
44
9
0
0
0
0
0
0
0
0
2
25
174
456
616
759
866
927
935
894
805
674
512
338
122
20
0
0
0
0
0
0
0
0
4
100
261
437
605
751
862
927
936
895
815
687
522
341
171
30
0
0
0
0
0
0
0
0
6
86
260
444
613
759
865
926
946
898
795
675
517
316
189
29
0
0
0
0
0
0
0
0
4
99
260
434
602
745
849
904
917
873
788
663
448
347
124
27
0
0
0
0
0
0
0
0
3
27
71
214
498
792
877
938
946
900
789
692
463
348
171
28
0
0
0
0
0
0
0
0
5
105
265
441
611
759
869
933
944
906
820
686
520
343
171
30
0
0
0
0
0
0
0
0
6
71
236
410
548
722
855
928
917
837
770
659
517
338
169
31
0
0
0
0
0
0
0
0
4
98
258
434
603
747
854
915
926
885
796
665
506
333
162
20
0
0
0
0
0
0
0
0
3
91
251
429
592
736
832
856
811
657
571
441
302
187
54
8
0
0
0
0
0
0
0
0
1
15
23
48
129
142
213
386
841
751
305
158
91
344
110
24
0
0
0
0
0
0
0
0
1
23
69
215
234
246
573
682
820
498
509
322
221
118
71
21
0
0
0
0
0
0
0
0
2
32
109
274
692
765
858
920
932
898
811
679
520
347
173
32
0
0
0
0
0
0
0
0
4
102
255
434
605
752
862
925
936
900
808
676
516
341
172
32
0
0
0
0
0
0
0
0
3
88
249
426
593
738
846
909
921
880
794
665
509
335
169
32
0
0
0
0
0
0
0
0
3
82
249
426
594
740
852
918
930
888
800
673
516
341
170
30
0
0
0
0
0
0
0
0
3
80
244
421
591
737
847
912
927
887
804
678
516
341
173
32
0
0
0
0
0
0
0
0
3
76
242
419
588
734
842
906
917
879
796
671
509
328
156
29
0
0
0
0
0
0
0
0
3
74
239
415
584
730
841
902
914
875
788
662
503
325
158
29
0
0
0
0
0
0
0
0
2
69
232
385
575
725
841
908
928
888
798
667
510
334
168
30
0
0
0
0
0
0
0
0
3
84
244
423
600
748
858
923
934
893
814
684
523
341
167
30
0
0
0
0
0
0
0
0
3
72
236
416
588
736
847
911
926
898
818
687
522
344
171
29
0
0
0
0
0
0
0
0
2
78
269
306
531
732
841
894
938
870
790
661
523
295
165
27
0
0
0
0
0
0
0
0
2
67
225
409
584
733
843
906
920
883
798
672
513
342
170
26
0
0
0
0
0
0
0
0
2
70
178
425
477
355
412
390
357
378
318
462
164
66
26
6
0
0
0
0
0
0
0
0
1
33
81
149
364
577
646
522
534
635
286
234
298
169
64
11
0
0
0
0
0
0
0
0
2
68
228
412
588
740
857
926
943
904
811
679
501
338
133
22
0
0
0
0
0
0
0
0
2
66
225
403
579
730
844
911
937
739
709
695
469
234
183
26
0
0
0
0
0
0
0
0
1
51
148
322
429
766
809
603
467
559
